Freq.	V(n028)/V(n012)
6.45654229034667e+01	(-3.48516588589085e-03dB,-7.34222659175126e-01°)
6.49381631576223e+01	(-3.49334176077287e-03dB,-7.38460909464995e-01°)
6.53130552647484e+01	(-3.50161229194923e-03dB,-7.42723619370115e-01°)
6.56901116476278e+01	(-3.50997857554060e-03dB,-7.47010929956782e-01°)
6.60693448007608e+01	(-3.51844171946676e-03dB,-7.51322983103347e-01°)
6.64507672907792e+01	(-3.52700284501348e-03dB,-7.55659921504669e-01°)
6.68343917568627e+01	(-3.53566308652789e-03dB,-7.60021888676826e-01°)
6.72202309111579e+01	(-3.54442359109447e-03dB,-7.64409028961943e-01°)
6.76082975391994e+01	(-3.55328551926464e-03dB,-7.68821487532762e-01°)
6.79986045003335e+01	(-3.56225004595508e-03dB,-7.73259410397260e-01°)
6.83911647281442e+01	(-3.57131835691417e-03dB,-7.77722944404169e-01°)
6.87859912308820e+01	(-3.58049165539710e-03dB,-7.82212237246477e-01°)
6.91830970918950e+01	(-3.58977115566390e-03dB,-7.86727437467602e-01°)
6.95824954700618e+01	(-3.59915808704398e-03dB,-7.91268694465382e-01°)
6.99841996002287e+01	(-3.60865369328136e-03dB,-7.95836158497260e-01°)
7.03882227936470e+01	(-3.61825923216441e-03dB,-8.00429980685240e-01°)
7.07945784384151e+01	(-3.62797597617153e-03dB,-8.05050313020661e-01°)
7.12032799999216e+01	(-3.63780521265464e-03dB,-8.09697308369285e-01°)
7.16143410212916e+01	(-3.64774824369864e-03dB,-8.14371120476252e-01°)
7.20277751238355e+01	(-3.65780638602416e-03dB,-8.19071903971244e-01°)
7.24435960075004e+01	(-3.66798097197962e-03dB,-8.23799814373268e-01°)
7.28618174513242e+01	(-3.67827334999393e-03dB,-8.28555008095771e-01°)
